Market,Vertical,concat,count_days,days_tweeted,total_vits,total_tweeting_vits,total_tweets,percent_days_tweeted,tweets_per_day,tweets_per_vit,tweets_per_day_per_vit,total_rts,rts_per_tweet,total_replies,replies_per_tweet,total_tweets_w_pics,pics_per_vit,pics_per_day,pics_per_vit_per_day,total_tweets_w_gifs,gifs_per_vit,gifs_per_day,gifs_per_vit_per_day,total_tweets_w_video,video_per_vit,video_per_day,video_per_vit_per_day
SE,Fashion Industry,SE|Fashion Industry,41.00,36.00,2.00,1.00,65.00,88%,1.81,65,1.81,5,0.08,6,0.09,66,66,1.83,1.83,0,0,0,0,0,0,0,0
SG,Fashion Industry,SG|Fashion Industry,41.00,41.00,7.00,6.00,750.00,100%,18.29,125,3.05,29,0.04,179,0.24,634,105.67,15.46,2.58,23,3.83,0.56,0.09,11,1.83,0.27,0.04
TH,Fashion Industry,TH|Fashion Industry,41.00,1.00,1.00,1.00,1.00,2%,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
TR,Fashion Industry,TR|Fashion Industry,41.00,40.00,23.00,17.00,711.00,98%,17.78,41.82,1.05,66,0.09,"9,460",13.31,297,17.47,7.43,0.44,26,1.53,0.65,0.04,34,2,0.85,0.05
US,Fashion Industry,US|Fashion Industry,41.00,41.00,1011.00,870.00,111008.00,100%,"2,707.51",127.6,3.11,"20,898",0.19,"82,453",0.74,"52,688",60.56,"1,285.07",1.48,"1,867",2.15,45.54,0.05,"2,205",2.53,53.78,0.06
UY,Fashion Industry,UY|Fashion Industry,41.00,35.00,2.00,2.00,68.00,85%,1.94,34,0.97,8,0.12,8,0.12,61,30.5,1.74,0.87,0,0,0,0,11,5.5,0.31,0.16
VE,Fashion Industry,VE|Fashion Industry,41.00,27.00,30.00,3.00,43.00,66%,1.59,14.33,0.53,37,0.86,0,0,52,17.33,1.93,0.64,4,1.33,0.15,0.05,11,3.67,0.41,0.14
VN,Fashion Industry,VN|Fashion Industry,41.00,13.00,1.00,1.00,13.00,32%,1,13,1,0,0,0,0,11,11,0.85,0.85,2,2,0.15,0.15,0,0,0,0
ZA,Fashion Industry,ZA|Fashion Industry,41.00,41.00,10.00,9.00,563.00,100%,13.73,62.56,1.53,"1,541",2.74,611,1.09,587,65.22,14.32,1.59,40,4.44,0.98,0.11,26,2.89,0.63,0.07
AE,Film,AE|Film,41.00,41.00,10.00,10.00,2943.00,100%,71.78,294.3,7.18,926,0.31,364,0.12,"2,006",200.6,48.93,4.89,7,0.7,0.17,0.02,311,31.1,7.59,0.76
AP,Film,AP|Film,41.00,38.00,1.00,1.00,88.00,93%,2.32,88,2.32,2,0.02,2,0.02,73,73,1.92,1.92,9,9,0.24,0.24,0,0,0,0
AR,Film,AR|Film,41.00,41.00,15.00,13.00,3067.00,100%,74.8,235.92,5.75,"1,736",0.57,447,0.15,"2,283",175.62,55.68,4.28,233,17.92,5.68,0.44,147,11.31,3.59,0.28
AT,Film,AT|Film,41.00,29.00,1.00,1.00,60.00,71%,2.07,60,2.07,0,0,25,0.42,60,60,2.07,2.07,0,0,0,0,1,1,0.03,0.03
AU,Film,AU|Film,41.00,41.00,52.00,43.00,2587.00,100%,63.1,60.16,1.47,"3,921",1.52,833,0.32,"2,472",57.49,60.29,1.4,445,10.35,10.85,0.25,127,2.95,3.1,0.07
BD,Film,BD|Film,41.00,41.00,2.00,2.00,409.00,100%,9.98,204.5,4.99,255,0.62,6,0.01,272,136,6.63,3.32,4,2,0.1,0.05,7,3.5,0.17,0.09
BE,Film,BE|Film,41.00,41.00,9.00,9.00,382.00,100%,9.32,42.44,1.04,62,0.16,336,0.88,357,39.67,8.71,0.97,80,8.89,1.95,0.22,40,4.44,0.98,0.11
BH,Film,BH|Film,41.00,40.00,1.00,0.00,6211.00,98%,155.28,0,0,10,0,0,0,1,0,0.03,0,0,0,0,0,4,0,0.1,0
BR,Film,BR|Film,41.00,41.00,29.00,28.00,6109.00,100%,149,218.18,5.32,646,0.11,"45,101",7.38,"1,259",44.96,30.71,1.1,"8,762",312.93,213.71,7.63,63,2.25,1.54,0.05
CA,Film,CA|Film,41.00,41.00,36.00,36.00,2493.00,100%,60.8,69.25,1.69,974,0.39,"1,023",0.41,"1,948",54.11,47.51,1.32,253,7.03,6.17,0.17,81,2.25,1.98,0.05
CN,Film,CN|Film,41.00,0.00,1.00,0.00,0.00,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,Film,CO|Film,41.00,41.00,6.00,6.00,4258.00,100%,103.85,709.67,17.31,487,0.11,"4,581",1.08,"2,651",441.83,64.66,10.78,29,4.83,0.71,0.12,41,6.83,1,0.17
CR,Film,CR|Film,41.00,13.00,1.00,1.00,18.00,32%,1.38,18,1.38,6,0.33,0,0,27,27,2.08,2.08,1,1,0.08,0.08,1,1,0.08,0.08
DE,Film,DE|Film,41.00,41.00,40.00,31.00,1902.00,100%,46.39,61.35,1.5,354,0.19,449,0.24,"1,245",40.16,30.37,0.98,265,8.55,6.46,0.21,58,1.87,1.41,0.05
DO,Film,DO|Film,41.00,24.00,1.00,1.00,36.00,59%,1.5,36,1.5,0,0,1,0.03,20,20,0.83,0.83,0,0,0,0,5,5,0.21,0.21
EC,Film,EC|Film,41.00,40.00,1.00,0.00,4615.00,98%,115.38,0,0,1,0,2,0,"2,487",0,62.18,0,7,0,0.18,0,42,0,1.05,0
EG,Film,EG|Film,41.00,41.00,29.00,27.00,880.00,100%,21.46,32.59,0.79,"2,240",2.55,"1,331",1.51,838,31.04,20.44,0.76,15,0.56,0.37,0.01,70,2.59,1.71,0.06
ES,Film,ES|Film,41.00,41.00,70.00,58.00,5286.00,100%,128.93,91.14,2.22,"3,597",0.68,"1,338",0.25,"4,638",79.97,113.12,1.95,576,9.93,14.05,0.24,92,1.59,2.24,0.04
EU,Film,EU|Film,41.00,27.00,3.00,2.00,55.00,66%,2.04,27.5,1.02,65,1.18,8,0.15,108,54,4,2,0,0,0,0,1,0.5,0.04,0.02
FM,Film,FM|Film,41.00,1.00,2.00,1.00,1.00,2%,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR,Film,FR|Film,41.00,41.00,155.00,122.00,11104.00,100%,270.83,91.02,2.22,"8,019",0.72,"4,267",0.38,"13,168",107.93,321.17,2.63,"1,048",8.59,25.56,0.21,353,2.89,8.61,0.07
GB,Film,GB|Film,41.00,41.00,254.00,154.00,10587.00,100%,258.22,68.75,1.68,"8,910",0.84,"8,899",0.84,"7,785",50.55,189.88,1.23,"1,215",7.89,29.63,0.19,347,2.25,8.46,0.05
GH,Film,GH|Film,41.00,41.00,4.00,4.00,411.00,100%,10.02,102.75,2.51,424,1.03,13,0.03,211,52.75,5.15,1.29,0,0,0,0,4,1,0.1,0.02
GI,Film,GI|Film,41.00,40.00,1.00,0.00,474.00,98%,11.85,0,0,544,1.15,386,0.81,329,0,8.23,0,6,0,0.15,0,20,0,0.5,0
GT,Film,GT|Film,41.00,41.00,2.00,2.00,158.00,100%,3.85,79,1.93,121,0.77,14,0.09,114,57,2.78,1.39,9,4.5,0.22,0.11,9,4.5,0.22,0.11
HK,Film,HK|Film,41.00,36.00,5.00,4.00,98.00,88%,2.72,24.5,0.68,41,0.42,2,0.02,52,13,1.44,0.36,2,0.5,0.06,0.01,0,0,0,0
ID,Film,ID|Film,41.00,41.00,23.00,23.00,1351.00,100%,32.95,58.74,1.43,630,0.47,179,0.13,"1,025",44.57,25,1.09,44,1.91,1.07,0.05,74,3.22,1.8,0.08
IE,Film,IE|Film,41.00,41.00,8.00,8.00,5375.00,100%,131.1,671.88,16.39,475,0.09,522,0.1,718,89.75,17.51,2.19,66,8.25,1.61,0.2,135,16.88,3.29,0.41
IL,Film,IL|Film,41.00,13.00,1.00,1.00,16.00,32%,1.23,16,1.23,42,2.63,8,0.5,27,27,2.08,2.08,0,0,0,0,2,2,0.15,0.15
IN,Film,IN|Film,41.00,41.00,337.00,304.00,17350.00,100%,423.17,57.07,1.39,"23,132",1.33,"7,932",0.46,"19,464",64.03,474.73,1.56,676,2.22,16.49,0.05,"1,319",4.34,32.17,0.11
IR,Film,IR|Film,41.00,39.00,2.00,2.00,108.00,95%,2.77,54,1.38,12,0.11,0,0,55,27.5,1.41,0.71,18,9,0.46,0.23,2,1,0.05,0.03
IS,Film,IS|Film,41.00,18.00,1.00,1.00,23.00,44%,1.28,23,1.28,7,0.3,5,0.22,4,4,0.22,0.22,1,1,0.06,0.06,0,0,0,0
IT,Film,IT|Film,41.00,41.00,49.00,35.00,1815.00,100%,44.27,51.86,1.26,849,0.47,455,0.25,"1,630",46.57,39.76,1.14,99,2.83,2.41,0.07,70,2,1.71,0.05
JO,Film,JO|Film,41.00,0.00,1.00,0.00,0.00,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP,Film,JP|Film,41.00,41.00,91.00,57.00,7612.00,100%,185.66,133.54,3.26,"1,965",0.26,974,0.13,"9,112",159.86,222.24,3.9,24,0.42,0.59,0.01,51,0.89,1.24,0.02
KH,Film,KH|Film,41.00,12.00,1.00,1.00,20.00,29%,1.67,20,1.67,18,0.9,3,0.15,8,8,0.67,0.67,1,1,0.08,0.08,5,5,0.42,0.42
KR,Film,KR|Film,41.00,41.00,20.00,11.00,972.00,100%,23.71,88.36,2.16,183,0.19,269,0.28,574,52.18,14,1.27,76,6.91,1.85,0.17,18,1.64,0.44,0.04
KW,Film,KW|Film,41.00,13.00,1.00,1.00,19.00,32%,1.46,19,1.46,44,2.32,2,0.11,51,51,3.92,3.92,0,0,0,0,1,1,0.08,0.08
LB,Film,LB|Film,41.00,41.00,6.00,5.00,538.00,100%,13.12,107.6,2.62,"1,418",2.64,186,0.35,"1,453",290.6,35.44,7.09,44,8.8,1.07,0.21,49,9.8,1.2,0.24
MX,Film,MX|Film,41.00,41.00,22.00,18.00,3899.00,100%,95.1,216.61,5.28,"1,329",0.34,319,0.08,"3,337",185.39,81.39,4.52,147,8.17,3.59,0.2,77,4.28,1.88,0.1
MY,Film,MY|Film,41.00,40.00,3.00,3.00,213.00,98%,5.33,71,1.78,8,0.04,49,0.23,32,10.67,0.8,0.27,2,0.67,0.05,0.02,0,0,0,0
NG,Film,NG|Film,41.00,41.00,16.00,16.00,857.00,100%,20.9,53.56,1.31,"2,195",2.56,86,0.1,479,29.94,11.68,0.73,8,0.5,0.2,0.01,40,2.5,0.98,0.06
NI,Film,NI|Film,41.00,37.00,1.00,1.00,242.00,90%,6.54,242,6.54,588,2.43,145,0.6,502,502,13.57,13.57,65,65,1.76,1.76,32,32,0.86,0.86
NL,Film,NL|Film,41.00,41.00,15.00,12.00,356.00,100%,8.68,29.67,0.72,159,0.45,803,2.26,204,17,4.98,0.41,28,2.33,0.68,0.06,26,2.17,0.63,0.05
NZ,Film,NZ|Film,41.00,40.00,5.00,4.00,177.00,98%,4.43,44.25,1.11,99,0.56,302,1.71,72,18,1.8,0.45,14,3.5,0.35,0.09,6,1.5,0.15,0.04
PA,Film,PA|Film,41.00,11.00,1.00,1.00,15.00,27%,1.36,15,1.36,19,1.27,5,0.33,21,21,1.91,1.91,0,0,0,0,1,1,0.09,0.09
PH,Film,PH|Film,41.00,41.00,4.00,4.00,6383.00,100%,155.68,"1,595.75",38.92,390,0.06,"1,110",0.17,"2,804",701,68.39,17.1,44,11,1.07,0.27,145,36.25,3.54,0.88
PK,Film,PK|Film,41.00,34.00,1.00,1.00,136.00,83%,4,136,4,717,5.27,158,1.16,410,410,12.06,12.06,3,3,0.09,0.09,8,8,0.24,0.24
PL,Film,PL|Film,41.00,26.00,2.00,2.00,108.00,63%,4.15,54,2.08,0,0,0,0,50,25,1.92,0.96,0,0,0,0,6,3,0.23,0.12
PY,Film,PY|Film,41.00,39.00,1.00,1.00,150.00,95%,3.85,150,3.85,153,1.02,29,0.19,149,149,3.82,3.82,2,2,0.05,0.05,37,37,0.95,0.95
QA,Film,QA|Film,41.00,11.00,1.00,1.00,21.00,27%,1.91,21,1.91,43,2.05,1,0.05,29,29,2.64,2.64,1,1,0.09,0.09,1,1,0.09,0.09
RU,Film,RU|Film,41.00,41.00,12.00,11.00,785.00,100%,19.15,71.36,1.74,164,0.21,42,0.05,401,36.45,9.78,0.89,15,1.36,0.37,0.03,19,1.73,0.46,0.04
SA,Film,SA|Film,41.00,41.00,7.00,6.00,8315.00,100%,202.8,"1,385.83",33.8,233,0.03,"5,955",0.72,"6,433","1,072.17",156.9,26.15,0,0,0,0,140,23.33,3.41,0.57
SE,Film,SE|Film,41.00,41.00,3.00,3.00,603.00,100%,14.71,201,4.9,20,0.03,231,0.38,288,96,7.02,2.34,22,7.33,0.54,0.18,4,1.33,0.1,0.03
SG,Film,SG|Film,41.00,41.00,8.00,7.00,323.00,100%,7.88,46.14,1.13,50,0.15,1,0,212,30.29,5.17,0.74,41,5.86,1,0.14,15,2.14,0.37,0.05
SY,Film,SY|Film,41.00,19.00,3.00,1.00,71.00,46%,3.74,71,3.74,23,0.32,1,0.01,20,20,1.05,1.05,0,0,0,0,0,0,0,0
TH,Film,TH|Film,41.00,11.00,1.00,1.00,11.00,27%,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TR,Film,TR|Film,41.00,41.00,65.00,53.00,3858.00,100%,94.1,72.79,1.78,"2,539",0.66,756,0.2,"1,956",36.91,47.71,0.9,41,0.77,1,0.02,303,5.72,7.39,0.14
TV,Film,TV|Film,41.00,0.00,1.00,0.00,0.00,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UA,Film,UA|Film,41.00,38.00,1.00,1.00,46.00,93%,1.21,46,1.21,1,0.02,0,0,41,41,1.08,1.08,2,2,0.05,0.05,0,0,0,0
US,Film,US|Film,41.00,41.00,1623.00,1015.00,65370.00,100%,"1,594.39",64.4,1.57,"47,500",0.73,"43,802",0.67,"38,124",37.56,929.85,0.92,"4,444",4.38,108.39,0.11,"2,445",2.41,59.63,0.06
VE,Film,VE|Film,41.00,39.00,1.00,1.00,82.00,95%,2.1,82,2.1,52,0.63,5,0.06,56,56,1.44,1.44,4,4,0.1,0.1,3,3,0.08,0.08
ZA,Film,ZA|Film,41.00,39.00,5.00,4.00,212.00,95%,5.44,53,1.36,50,0.24,71,0.33,218,54.5,5.59,1.4,21,5.25,0.54,0.13,12,3,0.31,0.08
AE,Government & Politics,AE|Government & Politics,41.00,41.00,163.00,144.00,19910.00,100%,485.61,138.26,3.37,"7,783",0.39,"4,002",0.2,"16,211",112.58,395.39,2.75,162,1.13,3.95,0.03,"2,013",13.98,49.1,0.34
AF,Government & Politics,AF|Government & Politics,41.00,41.00,13.00,13.00,758.00,100%,18.49,58.31,1.42,225,0.3,6,0.01,700,53.85,17.07,1.31,6,0.46,0.15,0.01,7,0.54,0.17,0.01
AL,Government & Politics,AL|Government & Politics,41.00,40.00,26.00,23.00,375.00,98%,9.38,16.3,0.41,"3,054",8.14,19,0.05,"4,005",174.13,100.13,4.35,14,0.61,0.35,0.02,65,2.83,1.63,0.07
AM,Government & Politics,AM|Government & Politics,41.00,38.00,4.00,4.00,216.00,93%,5.68,54,1.42,246,1.14,25,0.12,327,81.75,8.61,2.15,0,0,0,0,0,0,0,0
AR,Government & Politics,AR|Government & Politics,41.00,41.00,122.00,107.00,12725.00,100%,310.37,118.93,2.9,"5,796",0.46,974,0.08,"12,116",113.23,295.51,2.76,156,1.46,3.8,0.04,580,5.42,14.15,0.13
AT,Government & Politics,AT|Government & Politics,41.00,41.00,69.00,63.00,3890.00,100%,94.88,61.75,1.51,"4,061",1.04,"2,132",0.55,"3,459",54.9,84.37,1.34,61,0.97,1.49,0.02,61,0.97,1.49,0.02
AU,Government & Politics,AU|Government & Politics,41.00,41.00,994.00,838.00,46552.00,100%,"1,135.41",55.55,1.35,"44,992",0.97,"15,210",0.33,"42,345",50.53,"1,032.80",1.23,477,0.57,11.63,0.01,"1,188",1.42,28.98,0.03
AZ,Government & Politics,AZ|Government & Politics,41.00,33.00,4.00,4.00,250.00,80%,7.58,62.5,1.89,92,0.37,0,0,67,16.75,2.03,0.51,0,0,0,0,0,0,0,0
BA,Government & Politics,BA|Government & Politics,41.00,29.00,6.00,6.00,73.00,71%,2.52,12.17,0.42,138,1.89,1,0.01,217,36.17,7.48,1.25,5,0.83,0.17,0.03,3,0.5,0.1,0.02
BB,Government & Politics,BB|Government & Politics,41.00,37.00,1.00,1.00,48.00,90%,1.3,48,1.3,3,0.06,0,0,20,20,0.54,0.54,0,0,0,0,0,0,0,0
BD,Government & Politics,BD|Government & Politics,41.00,5.00,1.00,1.00,5.00,12%,1,5,1,0,0,0,0,6,6,1.2,1.2,0,0,0,0,0,0,0,0
BE,Government & Politics,BE|Government & Politics,41.00,41.00,207.00,197.00,12638.00,100%,308.24,64.15,1.56,"15,583",1.23,"2,027",0.16,"17,591",89.29,429.05,2.18,155,0.79,3.78,0.02,312,1.58,7.61,0.04
BG,Government & Politics,BG|Government & Politics,41.00,40.00,4.00,4.00,257.00,98%,6.43,64.25,1.61,498,1.94,28,0.11,798,199.5,19.95,4.99,1,0.25,0.03,0.01,13,3.25,0.33,0.08
BH,Government & Politics,BH|Government & Politics,41.00,41.00,35.00,29.00,2331.00,100%,56.85,80.38,1.96,518,0.22,104,0.04,"1,190",41.03,29.02,1,0,0,0,0,62,2.14,1.51,0.05
BI,Government & Politics,BI|Government & Politics,41.00,22.00,4.00,4.00,91.00,54%,4.14,22.75,1.03,8,0.09,1,0.01,105,26.25,4.77,1.19,0,0,0,0,1,0.25,0.05,0.01
BJ,Government & Politics,BJ|Government & Politics,41.00,0.00,1.00,0.00,0.00,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BO,Government & Politics,BO|Government & Politics,41.00,31.00,4.00,4.00,172.00,76%,5.55,43,1.39,130,0.76,3,0.02,164,41,5.29,1.32,0,0,0,0,15,3.75,0.48,0.12
BR,Government & Politics,BR|Government & Politics,41.00,41.00,201.00,168.00,41909.00,100%,"1,022.17",249.46,6.08,"10,893",0.26,"7,600",0.18,"24,018",142.96,585.8,3.49,527,3.14,12.85,0.08,"1,161",6.91,28.32,0.17
BY,Government & Politics,BY|Government & Politics,41.00,41.00,6.00,6.00,499.00,100%,12.17,83.17,2.03,295,0.59,390,0.78,550,91.67,13.41,2.24,8,1.33,0.2,0.03,12,2,0.29,0.05
BZ,Government & Politics,BZ|Government & Politics,41.00,14.00,1.00,1.00,35.00,34%,2.5,35,2.5,10,0.29,6,0.17,55,55,3.93,3.93,0,0,0,0,1,1,0.07,0.07
CA,Government & Politics,CA|Government & Politics,41.00,41.00,2768.00,2650.00,105696.00,100%,"2,577.95",39.89,0.97,"59,897",0.57,"30,250",0.29,"82,046",30.96,"2,001.12",0.76,691,0.26,16.85,0.01,"1,352",0.51,32.98,0.01
CH,Government & Politics,CH|Government & Politics,41.00,41.00,96.00,86.00,4170.00,100%,101.71,48.49,1.18,"5,999",1.44,500,0.12,"7,495",87.15,182.8,2.13,64,0.74,1.56,0.02,137,1.59,3.34,0.04
CI,Government & Politics,CI|Government & Politics,41.00,41.00,4.00,4.00,794.00,100%,19.37,198.5,4.84,110,0.14,248,0.31,380,95,9.27,2.32,0,0,0,0,6,1.5,0.15,0.04
CL,Government & Politics,CL|Government & Politics,41.00,41.00,84.00,73.00,15436.00,100%,376.49,211.45,5.16,"10,169",0.66,"5,686",0.37,"23,091",316.32,563.2,7.72,436,5.97,10.63,0.15,423,5.79,10.32,0.14
CM,Government & Politics,CM|Government & Politics,41.00,41.00,2.00,2.00,280.00,100%,6.83,140,3.41,101,0.36,4,0.01,117,58.5,2.85,1.43,1,0.5,0.02,0.01,4,2,0.1,0.05
CN,Government & Politics,CN|Government & Politics,41.00,26.00,1.00,1.00,45.00,63%,1.73,45,1.73,0,0,0,0,62,62,2.38,2.38,0,0,0,0,0,0,0,0
CO,Government & Politics,CO|Government & Politics,41.00,41.00,158.00,155.00,49135.00,100%,"1,198.41",317,7.73,"34,875",0.71,"4,871",0.1,"73,063",471.37,"1,782.02",11.5,761,4.91,18.56,0.12,"3,129",20.19,76.32,0.49
CR,Government & Politics,CR|Government & Politics,41.00,41.00,9.00,8.00,1197.00,100%,29.2,149.63,3.65,496,0.41,66,0.06,"1,963",245.38,47.88,5.98,1,0.13,0.02,0,29,3.63,0.71,0.09
CU,Government & Politics,CU|Government & Politics,41.00,38.00,2.00,2.00,629.00,93%,16.55,314.5,8.28,482,0.77,16,0.03,940,470,24.74,12.37,0,0,0,0,9,4.5,0.24,0.12
CY,Government & Politics,CY|Government & Politics,41.00,40.00,8.00,7.00,572.00,98%,14.3,81.71,2.04,307,0.54,1,0,483,69,12.08,1.73,3,0.43,0.08,0.01,13,1.86,0.33,0.05
CZ,Government & Politics,CZ|Government & Politics,41.00,41.00,4.00,4.00,374.00,100%,9.12,93.5,2.28,414,1.11,21,0.06,526,131.5,12.83,3.21,9,2.25,0.22,0.05,4,1,0.1,0.02
DE,Government & Politics,DE|Government & Politics,41.00,41.00,925.00,822.00,43303.00,100%,"1,056.17",52.68,1.28,"41,452",0.96,"17,766",0.41,"36,455",44.35,889.15,1.08,711,0.86,17.34,0.02,752,0.91,18.34,0.02
DJ,Government & Politics,DJ|Government & Politics,41.00,4.00,1.00,1.00,4.00,10%,1,4,1,0,0,0,0,3,3,0.75,0.75,0,0,0,0,0,0,0,0
DK,Government & Politics,DK|Government & Politics,41.00,41.00,86.00,72.00,3669.00,100%,89.49,50.96,1.24,"2,170",0.59,"1,310",0.36,"2,401",33.35,58.56,0.81,15,0.21,0.37,0.01,55,0.76,1.34,0.02
DO,Government & Politics,DO|Government & Politics,41.00,41.00,21.00,20.00,5006.00,100%,122.1,250.3,6.1,"1,387",0.28,536,0.11,"3,204",160.2,78.15,3.91,11,0.55,0.27,0.01,112,5.6,2.73,0.14
DZ,Government & Politics,DZ|Government & Politics,41.00,8.00,1.00,1.00,8.00,20%,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC,Government & Politics,EC|Government & Politics,41.00,41.00,35.00,33.00,6301.00,100%,153.68,190.94,4.66,"4,698",0.75,370,0.06,"7,823",237.06,190.8,5.78,124,3.76,3.02,0.09,313,9.48,7.63,0.23
EE,Government & Politics,EE|Government & Politics,41.00,31.00,2.00,2.00,103.00,76%,3.32,51.5,1.66,398,3.86,18,0.17,351,175.5,11.32,5.66,1,0.5,0.03,0.02,9,4.5,0.29,0.15
EG,Government & Politics,EG|Government & Politics,41.00,41.00,20.00,12.00,453.00,100%,11.05,37.75,0.92,224,0.49,197,0.43,199,16.58,4.85,0.4,2,0.17,0.05,0,5,0.42,0.12,0.01
ES,Government & Politics,ES|Government & Politics,41.00,41.00,274.00,264.00,72693.00,100%,"1,773.00",275.35,6.72,"55,248",0.76,"24,344",0.33,"83,127",314.88,"2,027.49",7.68,"1,678",6.36,40.93,0.16,"2,666",10.1,65.02,0.25
ET,Government & Politics,ET|Government & Politics,41.00,20.00,3.00,3.00,30.00,49%,1.5,10,0.5,166,5.53,0,0,154,51.33,7.7,2.57,0,0,0,0,0,0,0,0
EU,Government & Politics,EU|Government & Politics,41.00,41.00,97.00,88.00,11237.00,100%,274.07,127.69,3.11,"7,561",0.67,"2,272",0.2,"11,549",131.24,281.68,3.2,242,2.75,5.9,0.07,218,2.48,5.32,0.06
FI,Government & Politics,FI|Government & Politics,41.00,41.00,144.00,129.00,5804.00,100%,141.56,44.99,1.1,"4,944",0.85,620,0.11,"4,348",33.71,106.05,0.82,25,0.19,0.61,0,48,0.37,1.17,0.01
FJ,Government & Politics,FJ|Government & Politics,41.00,35.00,3.00,3.00,132.00,85%,3.77,44,1.26,373,2.83,12,0.09,493,164.33,14.09,4.7,0,0,0,0,5,1.67,0.14,0.05
FR,Government & Politics,FR|Government & Politics,41.00,41.00,957.00,896.00,72778.00,100%,"1,775.07",81.23,1.98,"78,139",1.07,"11,068",0.15,"111,919",124.91,"2,729.73",3.05,"1,442",1.61,35.17,0.04,"2,899",3.24,70.71,0.08
GA,Government & Politics,GA|Government & Politics,41.00,39.00,4.00,4.00,311.00,95%,7.97,77.75,1.99,145,0.47,16,0.05,307,76.75,7.87,1.97,0,0,0,0,3,0.75,0.08,0.02
GB,Government & Politics,GB|Government & Politics,41.00,41.00,1863.00,1749.00,182032.00,100%,"4,439.80",104.08,2.54,"187,383",1.03,"86,847",0.48,"175,040",100.08,"4,269.27",2.44,"2,374",1.36,57.9,0.03,"4,241",2.42,103.44,0.06
GE,Government & Politics,GE|Government & Politics,41.00,31.00,5.00,2.00,83.00,76%,2.68,41.5,1.34,7,0.08,2,0.02,9,4.5,0.29,0.15,0,0,0,0,0,0,0,0
GH,Government & Politics,GH|Government & Politics,41.00,13.00,3.00,3.00,57.00,32%,4.38,19,1.46,25,0.44,0,0,35,11.67,2.69,0.9,1,0.33,0.08,0.03,0,0,0,0
GM,Government & Politics,GM|Government & Politics,41.00,5.00,1.00,1.00,12.00,12%,2.4,12,2.4,4,0.33,0,0,13,13,2.6,2.6,0,0,0,0,0,0,0,0
GP,Government & Politics,GP|Government & Politics,41.00,32.00,1.00,1.00,77.00,78%,2.41,77,2.41,12,0.16,0,0,114,114,3.56,3.56,0,0,0,0,0,0,0,0
GR,Government & Politics,GR|Government & Politics,41.00,41.00,12.00,11.00,877.00,100%,21.39,79.73,1.94,943,1.08,41,0.05,"1,591",144.64,38.8,3.53,3,0.27,0.07,0.01,23,2.09,0.56,0.05
GT,Government & Politics,GT|Government & Politics,41.00,40.00,7.00,4.00,857.00,98%,21.43,214.25,5.36,224,0.26,126,0.15,877,219.25,21.93,5.48,9,2.25,0.23,0.06,58,14.5,1.45,0.36
HK,Government & Politics,HK|Government & Politics,41.00,30.00,1.00,1.00,30.00,73%,1,30,1,0,0,25,0.83,37,37,1.23,1.23,1,1,0.03,0.03,1,1,0.03,0.03
HN,Government & Politics,HN|Government & Politics,41.00,41.00,4.00,3.00,561.00,100%,13.68,187,4.56,262,0.47,0,0,971,323.67,23.68,7.89,1,0.33,0.02,0.01,31,10.33,0.76,0.25
HR,Government & Politics,HR|Government & Politics,41.00,41.00,10.00,10.00,1242.00,100%,30.29,124.2,3.03,300,0.24,350,0.28,"1,046",104.6,25.51,2.55,10,1,0.24,0.02,18,1.8,0.44,0.04
HT,Government & Politics,HT|Government & Politics,41.00,38.00,7.00,7.00,262.00,93%,6.89,37.43,0.98,406,1.55,43,0.16,648,92.57,17.05,2.44,0,0,0,0,8,1.14,0.21,0.03
HU,Government & Politics,HU|Government & Politics,41.00,37.00,4.00,4.00,276.00,90%,7.46,69,1.86,247,0.89,7,0.03,264,66,7.14,1.78,4,1,0.11,0.03,9,2.25,0.24,0.06
ID,Government & Politics,ID|Government & Politics,41.00,41.00,50.00,46.00,19970.00,100%,487.07,434.13,10.59,"3,600",0.18,"3,753",0.19,"16,866",366.65,411.37,8.94,15,0.33,0.37,0.01,210,4.57,5.12,0.11
IE,Government & Politics,IE|Government & Politics,41.00,41.00,259.00,226.00,13194.00,100%,321.8,58.38,1.42,"15,005",1.14,"4,188",0.32,"17,533",77.58,427.63,1.89,110,0.49,2.68,0.01,379,1.68,9.24,0.04
IL,Government & Politics,IL|Government & Politics,41.00,41.00,133.00,123.00,5204.00,100%,126.93,42.31,1.03,"4,395",0.84,891,0.17,"5,084",41.33,124,1.01,11,0.09,0.27,0,259,2.11,6.32,0.05
IN,Government & Politics,IN|Government & Politics,41.00,41.00,413.00,361.00,38739.00,100%,944.85,107.31,2.62,"52,991",1.37,"27,577",0.71,"72,263",200.17,"1,762.51",4.88,278,0.77,6.78,0.02,"1,120",3.1,27.32,0.08
